`Servicio Meteorol�gico Nacional
`Red: SMN
`Estaci�n: OCAMPOSMN
`Estado: Coahuila de Zaragoza
`Municipio: M�zquiz
`Latitud (N): 28.82547222
`Longitud (O): -102.5251111
`Altitud: 1662.671
`
Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�),
2022-11-15 08:50:00,2022-11-15 14:50:00,92.0,91.0,10.7,14.6,4.5,47,836.9,0,224,
2022-11-15 08:40:00,2022-11-15 14:40:00,95.0,95.0,10.6,15.2,4.5,47,836.8,0,167,
2022-11-15 08:30:00,2022-11-15 14:30:00,92.0,93.0,13.5,16.7,4.3,47,836.5,0,215,
2022-11-15 08:20:00,2022-11-15 14:20:00,87.0,91.0,12.7,15.8,3.9,49,836.5,0,174,
2022-11-15 08:10:00,2022-11-15 14:10:00,87.0,84.0,12.4,15.5,3.6,50,836.4,0,103,
2022-11-15 08:00:00,2022-11-15 14:00:00,91.0,98.0,12.9,15.6,3.7,50,836.3,0,88,
2022-11-15 07:50:00,2022-11-15 13:50:00,94.0,94.0,13.3,16.1,3.4,50,836.2,0,82,
2022-11-15 07:40:00,2022-11-15 13:40:00,97.0,100.0,14.9,17.8,3.3,51,836.1,0,30,
2022-11-15 07:30:00,2022-11-15 13:30:00,94.0,92.0,13.6,17.1,3.4,50,836,0,12,
2022-11-15 07:20:00,2022-11-15 13:20:00,89.0,91.0,14,18.8,3.5,49,835.9,0,5,
2022-11-15 07:10:00,2022-11-15 13:10:00,87.0,86.0,13.6,17.3,3.6,48,835.8,0,2,
2022-11-15 07:00:00,2022-11-15 13:00:00,87.0,89.0,13.8,17.7,3.9,47,835.6,0,0,
2022-11-15 06:50:00,2022-11-15 12:50:00,89.0,89.0,12.9,17.8,4.2,45,835.6,0,0,
2022-11-15 06:40:00,2022-11-15 12:40:00,92.0,94.0,13,16.2,4.5,44,835.5,0,0,
2022-11-15 06:30:00,2022-11-15 12:30:00,89.0,88.0,12.7,16.5,4.8,45,835.4,0,0,
2022-11-15 06:20:00,2022-11-15 12:20:00,88.0,89.0,12.5,15.5,5,45,835.4,0,0,
2022-11-15 06:10:00,2022-11-15 12:10:00,85.0,86.0,12.5,15.5,5.2,45,835.2,0,0,
2022-11-15 06:00:00,2022-11-15 12:00:00,79.0,79.0,11.9,15.5,5.3,46,835.1,0,0,
2022-11-15 05:50:00,2022-11-15 11:50:00,75.0,72.0,12.9,14.9,5.2,45,835.1,0,0,
2022-11-15 05:40:00,2022-11-15 11:40:00,72.0,70.0,12.8,14,5.3,44,835,0,0,
2022-11-15 05:30:00,2022-11-15 11:30:00,66.0,67.0,12.1,13.8,5.2,43,835,0,0,
2022-11-15 05:20:00,2022-11-15 11:20:00,64.0,60.0,10.9,14.2,5.4,43,835,0,0,
2022-11-15 05:10:00,2022-11-15 11:10:00,60.0,68.0,13,15.1,5.7,43,834.9,0,0,
2022-11-15 05:00:00,2022-11-15 11:00:00,68.0,68.0,13.9,15.9,5.7,42,834.8,0,0,
2022-11-15 04:50:00,2022-11-15 10:50:00,76.0,73.0,12.6,16.3,5.9,42,834.8,0,0,
2022-11-15 04:40:00,2022-11-15 10:40:00,77.0,75.0,11.9,15.2,6,41,834.9,0,0,
2022-11-15 04:30:00,2022-11-15 10:30:00,72.0,76.0,11.9,13.7,6,39,834.9,0,0,
2022-11-15 04:20:00,2022-11-15 10:20:00,72.0,73.0,10.3,12.2,6.3,41,834.8,0,0,
2022-11-15 04:10:00,2022-11-15 10:10:00,74.0,70.0,9.7,12.2,6.5,41,834.8,0,0,
2022-11-15 04:00:00,2022-11-15 10:00:00,79.0,86.0,10.1,11.6,6.5,42,834.8,0,0,
2022-11-15 03:50:00,2022-11-15 09:50:00,78.0,74.0,9.6,12.4,6.4,42,834.7,0,0,
2022-11-15 03:40:00,2022-11-15 09:40:00,81.0,76.0,10.2,11.4,6.3,38,834.6,0,0,
2022-11-15 03:30:00,2022-11-15 09:30:00,84.0,80.0,10.7,12.3,6.5,38,834.6,0,0,
2022-11-15 03:20:00,2022-11-15 09:20:00,86.0,94.0,9.3,13.3,6.7,37,834.6,0,0,
2022-11-15 03:10:00,2022-11-15 09:10:00,89.0,88.0,8.9,11.9,6.8,37,834.6,0,0,
2022-11-15 03:00:00,2022-11-15 09:00:00,91.0,96.0,10.2,13.7,6.7,37,834.6,0,0,
2022-11-15 02:50:00,2022-11-15 08:50:00,91.0,91.0,8.8,11.3,6.5,37,834.6,0,0,
2022-11-15 02:40:00,2022-11-15 08:40:00,90.0,78.0,8.7,11.1,6.5,37,834.7,0,0,
2022-11-15 02:30:00,2022-11-15 08:30:00,103.0,100.0,8.4,10.7,6.9,36,834.7,0,0,
2022-11-15 02:20:00,2022-11-15 08:20:00,102.0,97.0,9.4,12.8,6.5,37,834.6,0,0,
2022-11-15 02:10:00,2022-11-15 08:10:00,87.0,92.0,11.7,15.7,5.6,39,834.5,0,0,
2022-11-15 02:00:00,2022-11-15 08:00:00,97.0,95.0,11.6,14,5.9,39,834.4,0,0,
2022-11-15 01:50:00,2022-11-15 07:50:00,90.0,94.0,11.6,14,6.8,36,834.3,0,0,
2022-11-15 01:40:00,2022-11-15 07:40:00,91.0,92.0,10.7,11.9,7.2,35,834.2,0,0,
2022-11-15 01:30:00,2022-11-15 07:30:00,99.0,102.0,8.7,10.6,7.8,33,834.3,0,0,
2022-11-15 01:20:00,2022-11-15 07:20:00,96.0,102.0,7.9,9.6,8.2,32,834.3,0,0,
2022-11-15 01:10:00,2022-11-15 07:10:00,96.0,98.0,7.9,9,8,31,834.3,0,0,
2022-11-15 01:00:00,2022-11-15 07:00:00,99.0,96.0,7.8,8.8,7.6,32,834.4,0,0,
2022-11-15 00:50:00,2022-11-15 06:50:00,98.0,86.0,6.7,8.4,7.6,32,834.4,0,0,
2022-11-15 00:40:00,2022-11-15 06:40:00,101.0,91.0,6.8,10.1,7.5,33,834.4,0,0,
2022-11-15 00:30:00,2022-11-15 06:30:00,112.0,121.0,6.6,9.4,7.6,33,834.4,0,0,
2022-11-15 00:20:00,2022-11-15 06:20:00,108.0,113.0,7.8,9.5,7.6,33,834.4,0,0,
2022-11-15 00:10:00,2022-11-15 06:10:00,117.0,124.0,7.4,9.9,7.7,33,834.4,0,0,
2022-11-15 00:00:00,2022-11-15 06:00:00,120.0,133.0,6.9,10.3,8.1,33,834.5,0,0,
2022-11-14 23:50:00,2022-11-15 05:50:00,122.0,124.0,6.5,10.5,8.1,36,834.4,0,0,
2022-11-14 23:40:00,2022-11-15 05:40:00,106.0,130.0,7.3,11,8.1,37,834.4,0,0,
2022-11-14 23:30:00,2022-11-15 05:30:00,103.0,101.0,7,9.3,8.5,35,834.3,0,0,
2022-11-14 23:20:00,2022-11-15 05:20:00,103.0,106.0,7.3,8.8,9.1,35,834.2,0,0,
2022-11-14 23:10:00,2022-11-15 05:10:00,122.0,104.0,4.8,8.6,9.8,35,834.1,0,0,
2022-11-14 23:00:00,2022-11-15 05:00:00,96.0,105.0,3.3,6.2,10.2,34,834,0,0,
2022-11-14 22:50:00,2022-11-15 04:50:00,97.0,107.0,3.1,5.5,10,35,834,0,0,
2022-11-14 22:40:00,2022-11-15 04:40:00,25.0,142.0,1.6,4.7,10,35,834,0,0,
2022-11-14 22:30:00,2022-11-15 04:30:00,349.0,16.0,2,3.4,9.9,35,834,0,0,
2022-11-14 22:20:00,2022-11-15 04:20:00,34.0,49.0,3.9,6,9.8,35,834,0,0,
2022-11-14 22:10:00,2022-11-15 04:10:00,78.0,85.0,6.1,7.4,9.6,38,834,0,0,
2022-11-14 22:00:00,2022-11-15 04:00:00,34.0,98.0,3,5.4,10.1,36,833.9,0,0,
2022-11-14 21:50:00,2022-11-15 03:50:00,58.0,81.0,5.3,8.4,9.6,38,833.8,0,0,
2022-11-14 21:40:00,2022-11-15 03:40:00,86.0,97.0,7.8,10.1,10.2,37,833.7,0,0,
2022-11-14 21:30:00,2022-11-15 03:30:00,65.0,63.0,6,6.7,10.2,36,833.5,0,0,
2022-11-14 21:20:00,2022-11-15 03:20:00,86.0,90.0,7.5,8.6,10.1,36,833.5,0,0,
2022-11-14 21:10:00,2022-11-15 03:10:00,93.0,90.0,9.2,10.4,10.1,37,833.5,0,0,
2022-11-14 21:00:00,2022-11-15 03:00:00,93.0,104.0,8.9,10.7,10.5,37,833.4,0,0,
2022-11-14 20:50:00,2022-11-15 02:50:00,91.0,96.0,6.4,9.9,10.7,37,833.4,0,0,
2022-11-14 20:40:00,2022-11-15 02:40:00,57.0,53.0,3.7,4.8,11.3,35,833.3,0,0,
2022-11-14 20:30:00,2022-11-15 02:30:00,106.0,109.0,5,6.5,10.9,36,833.4,0,0,
2022-11-14 20:20:00,2022-11-15 02:20:00,131.0,121.0,2.8,4.5,10.9,37,833.3,0,0,
2022-11-14 20:10:00,2022-11-15 02:10:00,197.0,166.0,3.1,5.9,11.4,36,833.3,0,0,
2022-11-14 20:00:00,2022-11-15 02:00:00,355.0,67.0,1.5,3.5,11.5,35,833.2,0,0,
2022-11-14 19:50:00,2022-11-15 01:50:00,57.0,76.0,3.3,5,11,36,833.3,0,0,
2022-11-14 19:40:00,2022-11-15 01:40:00,45.0,31.0,3.7,7,11.2,37,833,0,0,
2022-11-14 19:30:00,2022-11-15 01:30:00,87.0,100.0,6.3,7.9,11.4,36,833,0,0,
2022-11-14 19:20:00,2022-11-15 01:20:00,96.0,94.0,7.3,8.2,11.4,36,832.9,0,0,
2022-11-14 19:10:00,2022-11-15 01:10:00,67.0,87.0,4.2,6.3,11.8,35,832.8,0,0,
2022-11-14 19:00:00,2022-11-15 01:00:00,27.0,356.0,2.8,4.6,12.2,34,832.7,0,0,
2022-11-14 18:50:00,2022-11-15 00:50:00,327.0,280.0,2.1,5.2,12.3,33,832.6,0,0,
2022-11-14 18:40:00,2022-11-15 00:40:00,287.0,216.0,2.6,6,12.4,33,832.4,0,0,
2022-11-14 18:30:00,2022-11-15 00:30:00,233.0,307.0,3.1,12.1,12.5,33,832.2,0,0,
2022-11-14 18:20:00,2022-11-15 00:20:00,34.0,342.0,5,14,12.6,33,832,0,0,
2022-11-14 18:10:00,2022-11-15 00:10:00,157.0,148.0,4.3,9.9,12.7,33,832,0,0,
2022-11-14 18:00:00,2022-11-15 00:00:00,317.0,330.0,4.4,15.5,12.8,33,831.8,0,2,
2022-11-14 17:50:00,2022-11-14 23:50:00,280.0,308.0,5.8,15.7,13,33,831.7,0,7,
2022-11-14 17:40:00,2022-11-14 23:40:00,139.0,252.0,4,10.2,13.6,32,831.7,0,25,
2022-11-14 17:30:00,2022-11-14 23:30:00,137.0,110.0,4,13,13.8,32,831.5,0,77,
2022-11-14 17:20:00,2022-11-14 23:20:00,293.0,284.0,10.8,16.5,13.8,33,831.4,0,114,
2022-11-14 17:10:00,2022-11-14 23:10:00,289.0,292.0,8.7,14.9,14,32,831.3,0,152,
2022-11-14 17:00:00,2022-11-14 23:00:00,284.0,276.0,12.1,16.6,14,31,831.2,0,192,
2022-11-14 16:50:00,2022-11-14 22:50:00,292.0,268.0,11.6,20.2,14.1,31,831,0,229,
2022-11-14 16:40:00,2022-11-14 22:40:00,284.0,278.0,13.9,20.2,14.1,32,830.9,0,267,
2022-11-14 16:30:00,2022-11-14 22:30:00,290.0,296.0,11.5,19.4,14.3,32,830.8,0,303,
2022-11-14 16:20:00,2022-11-14 22:20:00,294.0,271.0,12.6,18.7,14.3,32,830.7,0,340,
2022-11-14 16:10:00,2022-11-14 22:10:00,283.0,268.0,11.2,20.3,14.6,32,830.7,0,378,
2022-11-14 16:00:00,2022-11-14 22:00:00,291.0,313.0,7.8,17.3,14.6,32,830.6,0,412,
2022-11-14 15:50:00,2022-11-14 21:50:00,288.0,290.0,10,22,14.7,32,830.5,0,446,
2022-11-14 15:40:00,2022-11-14 21:40:00,288.0,276.0,11.1,22.1,14.4,32,830.5,0,479,
2022-11-14 15:30:00,2022-11-14 21:30:00,287.0,267.0,15.8,24.7,14.4,32,830.4,0,513,
2022-11-14 15:20:00,2022-11-14 21:20:00,285.0,276.0,10.8,19.8,14.7,31,830.3,0,545,
2022-11-14 15:10:00,2022-11-14 21:10:00,284.0,272.0,14.2,24.1,14.5,32,830.2,0,574,
2022-11-14 15:00:00,2022-11-14 21:00:00,273.0,275.0,13,24.3,14.6,31,830.3,0,599,
2022-11-14 14:50:00,2022-11-14 20:50:00,274.0,266.0,13.2,22,14.8,31,830.2,0,624,
2022-11-14 14:40:00,2022-11-14 20:40:00,279.0,293.0,11.9,19.2,15,31,830.2,0,648,
2022-11-14 14:30:00,2022-11-14 20:30:00,285.0,286.0,10.6,21.9,15.7,30,830.2,0,669,
2022-11-14 14:20:00,2022-11-14 20:20:00,115.0,125.0,4.3,11.3,15.6,30,830.1,0,690,
2022-11-14 14:10:00,2022-11-14 20:10:00,292.0,259.0,6.5,19.4,15,31,830.1,0,710,
2022-11-14 14:00:00,2022-11-14 20:00:00,288.0,279.0,9,21.8,15,32,830.1,0,728,
2022-11-14 13:50:00,2022-11-14 19:50:00,154.0,299.0,7,24,15.2,31,830,0,742,
2022-11-14 13:40:00,2022-11-14 19:40:00,124.0,311.0,6.8,18.7,14.8,32,829.9,0,756,
2022-11-14 13:30:00,2022-11-14 19:30:00,281.0,238.0,9.7,23.3,14.8,33,829.8,0,768,
2022-11-14 13:20:00,2022-11-14 19:20:00,281.0,319.0,6,22.6,15.3,32,830,0,777,
2022-11-14 13:10:00,2022-11-14 19:10:00,146.0,291.0,6.7,18.7,15.6,31,830,0,786,
2022-11-14 13:00:00,2022-11-14 19:00:00,270.0,290.0,6.6,20.6,14.9,32,830.2,0,791,
2022-11-14 12:50:00,2022-11-14 18:50:00,292.0,292.0,9.3,25.2,14.4,33,830.4,0,795,
2022-11-14 12:40:00,2022-11-14 18:40:00,293.0,312.0,9.6,21.4,14.3,33,830.5,0,796,
2022-11-14 12:30:00,2022-11-14 18:30:00,292.0,294.0,10.9,27.2,14.2,34,830.5,0,794,
2022-11-14 12:20:00,2022-11-14 18:20:00,296.0,289.0,11.3,27.7,14.1,35,830.5,0,790,
2022-11-14 12:10:00,2022-11-14 18:10:00,287.0,289.0,12.4,25.2,14.2,35,830.6,0,785,
2022-11-14 12:00:00,2022-11-14 18:00:00,289.0,287.0,11.2,27,14.3,35,830.4,0,778,
2022-11-14 11:50:00,2022-11-14 17:50:00,296.0,301.0,10.2,24.1,14.2,35,830.4,0,771,
2022-11-14 11:40:00,2022-11-14 17:40:00,286.0,287.0,10.6,26.4,13.8,35,830.3,0,760,
2022-11-14 11:30:00,2022-11-14 17:30:00,295.0,305.0,12.2,28.9,13.7,36,830,0,746,
2022-11-14 11:20:00,2022-11-14 17:20:00,294.0,272.0,15.8,39.4,13.5,36,830.1,0,729,
2022-11-14 11:10:00,2022-11-14 17:10:00,283.0,276.0,15.2,29.3,13.5,35,829.8,0,712,
2022-11-14 11:00:00,2022-11-14 17:00:00,281.0,274.0,23.3,35.8,13.7,34,830,0,692,
2022-11-14 10:50:00,2022-11-14 16:50:00,281.0,270.0,21.8,34.5,14.1,32,830.2,0,667,
2022-11-14 10:40:00,2022-11-14 16:40:00,273.0,273.0,20.2,29.4,14.3,32,830.4,0,640,
2022-11-14 10:30:00,2022-11-14 16:30:00,271.0,263.0,20,27.4,14.3,32,830.3,0,612,
2022-11-14 10:20:00,2022-11-14 16:20:00,268.0,263.0,19.6,29.1,14.3,32,830.2,0,583,
2022-11-14 10:10:00,2022-11-14 16:10:00,273.0,279.0,21.5,28.5,14.1,32,830.1,0,552,
2022-11-14 10:00:00,2022-11-14 16:00:00,271.0,276.0,20,26.7,14.1,32,829.9,0,522,
2022-11-14 09:50:00,2022-11-14 15:50:00,271.0,276.0,18.8,26.4,13.9,34,829.9,0,490,
2022-11-14 09:40:00,2022-11-14 15:40:00,272.0,258.0,19.3,24.5,13.7,35,829.8,0,459,
2022-11-14 09:30:00,2022-11-14 15:30:00,267.0,270.0,18.4,23.9,13.7,34,829.7,0,426,
2022-11-14 09:20:00,2022-11-14 15:20:00,266.0,264.0,18.3,24.1,13.6,35,829.6,0,393,
2022-11-14 09:10:00,2022-11-14 15:10:00,264.0,253.0,18.1,26.5,13.6,34,829.5,0,359,
2022-11-14 09:00:00,2022-11-14 15:00:00,267.0,265.0,16.7,22.6,13.5,35,829.4,0,323,
2022-11-14 08:50:00,2022-11-14 14:50:00,263.0,262.0,16.3,21.7,13.3,35,829.2,0,287,
2022-11-14 08:40:00,2022-11-14 14:40:00,263.0,258.0,16.6,21.2,13.1,36,829.1,0,251,
2022-11-14 08:30:00,2022-11-14 14:30:00,263.0,252.0,16.2,22.8,13.1,36,829,0,216,
2022-11-14 08:20:00,2022-11-14 14:20:00,264.0,266.0,15.8,21.1,13,36,828.9,0,182,
2022-11-14 08:10:00,2022-11-14 14:10:00,257.0,261.0,16.9,24.6,13.3,36,828.7,0,149,
2022-11-14 08:00:00,2022-11-14 14:00:00,256.0,260.0,17,23.4,13.2,35,828.7,0,118,
2022-11-14 07:50:00,2022-11-14 13:50:00,264.0,260.0,12.7,17.2,12.9,36,828.6,0,86,
2022-11-14 07:40:00,2022-11-14 13:40:00,266.0,272.0,11.6,15.7,12.7,37,828.5,0,53,
2022-11-14 07:30:00,2022-11-14 13:30:00,261.0,255.0,11.5,14.8,12.6,38,828.2,0,26,
2022-11-14 07:20:00,2022-11-14 13:20:00,262.0,264.0,11.1,14.3,12.6,38,828.2,0,6,
2022-11-14 07:10:00,2022-11-14 13:10:00,261.0,260.0,11.2,16.3,12.9,37,828,0,0,
2022-11-14 07:00:00,2022-11-14 13:00:00,257.0,250.0,12.4,16.7,13.2,36,827.9,0,0,
2022-11-14 06:50:00,2022-11-14 12:50:00,257.0,262.0,11.9,16.1,13.4,36,827.7,0,0,
2022-11-14 06:40:00,2022-11-14 12:40:00,257.0,259.0,12.3,16.6,13.6,35,827.7,0,0,
2022-11-14 06:30:00,2022-11-14 12:30:00,255.0,257.0,11.4,16.5,13.1,36,827.6,0,0,
2022-11-14 06:20:00,2022-11-14 12:20:00,261.0,247.0,8.9,13.2,12.9,37,827.5,0,0,
2022-11-14 06:10:00,2022-11-14 12:10:00,259.0,261.0,8.9,11.1,13,38,827.4,0,0,
2022-11-14 06:00:00,2022-11-14 12:00:00,260.0,253.0,9.6,14.6,13.6,36,827.2,0,0,
2022-11-14 05:50:00,2022-11-14 11:50:00,258.0,274.0,10.5,15.3,13.8,35,827.1,0,0,
2022-11-14 05:40:00,2022-11-14 11:40:00,257.0,256.0,10.8,13.9,13.2,37,827.2,0,0,
2022-11-14 05:30:00,2022-11-14 11:30:00,263.0,269.0,9.4,12.2,13.1,38,827.1,0,0,
2022-11-14 05:20:00,2022-11-14 11:20:00,265.0,270.0,9.4,12.1,13.1,38,827.1,0,0,
2022-11-14 05:10:00,2022-11-14 11:10:00,260.0,255.0,9.7,13.4,13,38,827,0,0,
2022-11-14 05:00:00,2022-11-14 11:00:00,255.0,247.0,9.6,12.7,12.9,38,827,0,0,
2022-11-14 04:50:00,2022-11-14 10:50:00,257.0,263.0,8.8,14.7,12.8,38,827,0,0,
2022-11-14 04:40:00,2022-11-14 10:40:00,260.0,241.0,7.6,10.3,12.8,38,827,0,0,
2022-11-14 04:30:00,2022-11-14 10:30:00,256.0,235.0,7.7,10.3,12.8,39,827.1,0,0,
2022-11-14 04:20:00,2022-11-14 10:20:00,257.0,250.0,7,10.9,12.9,39,827.2,0,0,
2022-11-14 04:10:00,2022-11-14 10:10:00,251.0,242.0,7.4,10.9,13.1,38,827.1,0,0,
2022-11-14 04:00:00,2022-11-14 10:00:00,246.0,236.0,6.8,11.3,13.2,38,827.1,0,0,
2022-11-14 03:50:00,2022-11-14 09:50:00,240.0,222.0,7.1,10.7,13,38,827.1,0,0,
2022-11-14 03:40:00,2022-11-14 09:40:00,245.0,242.0,7,11.7,12.8,38,827.1,0,0,
2022-11-14 03:30:00,2022-11-14 09:30:00,247.0,247.0,7,11.8,12.6,39,827.1,0,0,
2022-11-14 03:20:00,2022-11-14 09:20:00,257.0,256.0,5,7.9,12.4,39,827.1,0,0,
2022-11-14 03:10:00,2022-11-14 09:10:00,250.0,234.0,5.1,7.6,12.3,39,827,0,0,
2022-11-14 03:00:00,2022-11-14 09:00:00,246.0,251.0,4.9,8,12.2,39,827.1,0,0,
2022-11-14 02:50:00,2022-11-14 08:50:00,239.0,233.0,4.9,10.4,11.8,39,827.1,0,0,
2022-11-14 02:40:00,2022-11-14 08:40:00,230.0,228.0,4.9,9.1,10.8,41,827.1,0,0,
2022-11-14 02:30:00,2022-11-14 08:30:00,209.0,225.0,3.3,5.9,10.3,41,827.2,0,0,
2022-11-14 02:20:00,2022-11-14 08:20:00,194.0,235.0,3,6.9,9.7,41,827.2,0,0,
2022-11-14 02:10:00,2022-11-14 08:10:00,166.0,230.0,3.7,6.6,8.3,45,827.3,0,0,
2022-11-14 02:00:00,2022-11-14 08:00:00,150.0,144.0,4.7,7.5,7.4,48,827.3,0,0,
2022-11-14 01:50:00,2022-11-14 07:50:00,147.0,145.0,4.9,6.9,6.8,50,827.3,0,0,
2022-11-14 01:40:00,2022-11-14 07:40:00,138.0,148.0,4.9,6.4,6.1,51,827.4,0,0,
2022-11-14 01:30:00,2022-11-14 07:30:00,124.0,122.0,5.2,9.5,5.2,55,827.4,0,0,
2022-11-14 01:20:00,2022-11-14 07:20:00,105.0,124.0,6.1,9.5,4.6,57,827.5,0,0,
2022-11-14 01:10:00,2022-11-14 07:10:00,105.0,129.0,7,9.2,4.5,58,827.5,0,0,
2022-11-14 01:00:00,2022-11-14 07:00:00,104.0,108.0,8.4,11.1,3.7,60,827.7,0,0,
2022-11-14 00:50:00,2022-11-14 06:50:00,109.0,93.0,6.4,11.1,3.7,61,827.9,0,0,
2022-11-14 00:40:00,2022-11-14 06:40:00,135.0,102.0,5,11.2,3.5,61,827.9,0,0,
2022-11-14 00:30:00,2022-11-14 06:30:00,107.0,102.0,11.5,14.7,3.4,62,827.9,0,0,
2022-11-14 00:20:00,2022-11-14 06:20:00,105.0,105.0,12.8,16.9,3.2,62,828,0,0,
2022-11-14 00:10:00,2022-11-14 06:10:00,98.0,93.0,14.1,18.1,3.2,62,828.1,0,0,
2022-11-14 00:00:00,2022-11-14 06:00:00,97.0,84.0,14.1,19.4,3.2,62,828.1,0,0,
2022-11-13 23:50:00,2022-11-14 05:50:00,92.0,93.0,14.8,19.8,3.3,62,828.2,0,0,
2022-11-13 23:40:00,2022-11-14 05:40:00,95.0,81.0,13.3,19.4,3,63,828.3,0,0,
2022-11-13 23:30:00,2022-11-14 05:30:00,87.0,89.0,15.2,21.5,2.9,64,828.4,0,0,
2022-11-13 23:20:00,2022-11-14 05:20:00,88.0,96.0,15.6,23.6,2.9,64,828.5,0,0,
2022-11-13 23:10:00,2022-11-14 05:10:00,86.0,84.0,16.3,22.7,2.9,64,828.6,0,0,
2022-11-13 23:00:00,2022-11-14 05:00:00,87.0,76.0,14.6,20.4,2.9,64,828.6,0,0,
2022-11-13 22:50:00,2022-11-14 04:50:00,90.0,97.0,14.7,21.5,2.9,64,828.6,0,0,
2022-11-13 22:40:00,2022-11-14 04:40:00,97.0,93.0,14.2,20.8,3,63,828.6,0,0,
2022-11-13 22:30:00,2022-11-14 04:30:00,93.0,95.0,15,24.6,3,63,828.7,0,0,
2022-11-13 22:20:00,2022-11-14 04:20:00,89.0,85.0,15.6,21.3,2.9,64,828.8,0,0,
2022-11-13 22:10:00,2022-11-14 04:10:00,86.0,95.0,15.3,22,3,64,828.8,0,0,
2022-11-13 22:00:00,2022-11-14 04:00:00,90.0,83.0,13.9,21.8,3,64,828.9,0,0,
2022-11-13 21:50:00,2022-11-14 03:50:00,94.0,88.0,13.5,19.3,3,64,829,0,0,
2022-11-13 21:40:00,2022-11-14 03:40:00,91.0,92.0,14.7,20.6,3.1,64,829,0,0,
2022-11-13 21:30:00,2022-11-14 03:30:00,91.0,98.0,14.4,23.3,3.1,64,828.9,0,0,
2022-11-13 21:20:00,2022-11-14 03:20:00,96.0,92.0,12.7,18.2,3.1,64,829,0,0,
2022-11-13 21:10:00,2022-11-14 03:10:00,96.0,97.0,11.9,15.3,3.2,64,829.1,0,0,
2022-11-13 21:00:00,2022-11-14 03:00:00,96.0,95.0,12.7,17.1,3.3,64,829.1,0,0,
2022-11-13 20:50:00,2022-11-14 02:50:00,98.0,96.0,12.6,16.2,3.4,64,829.1,0,0,
2022-11-13 20:40:00,2022-11-14 02:40:00,98.0,96.0,14.5,18.9,3.5,63,829.1,0,0,
2022-11-13 20:30:00,2022-11-14 02:30:00,97.0,94.0,14.3,17.3,3.7,63,829.1,0,0,
2022-11-13 20:20:00,2022-11-14 02:20:00,99.0,100.0,13.8,17.6,3.8,62,829.2,0,0,
2022-11-13 20:10:00,2022-11-14 02:10:00,90.0,87.0,14,16.6,4,61,829.3,0,0,
2022-11-13 20:00:00,2022-11-14 02:00:00,90.0,86.0,14.2,17,4.1,61,829.4,0,0,
2022-11-13 19:50:00,2022-11-14 01:50:00,90.0,85.0,14.2,17,4.3,61,829.4,0,0,
2022-11-13 19:40:00,2022-11-14 01:40:00,94.0,92.0,12.4,15.5,4.5,60,829.5,0,0,
2022-11-13 19:30:00,2022-11-14 01:30:00,90.0,90.0,12,15.3,4.7,59,829.4,0,0,
2022-11-13 19:20:00,2022-11-14 01:20:00,93.0,92.0,11.9,15.8,4.9,58,829.4,0,0,
2022-11-13 19:10:00,2022-11-14 01:10:00,96.0,93.0,12.4,16.8,5.1,57,829.3,0,0,
2022-11-13 19:00:00,2022-11-14 01:00:00,97.0,92.0,12.3,16.2,5.3,56,829.3,0,0,
2022-11-13 18:50:00,2022-11-14 00:50:00,98.0,82.0,11.8,17.2,5.5,55,829.3,0,0,
2022-11-13 18:40:00,2022-11-14 00:40:00,104.0,110.0,12.3,16.6,5.7,54,829.3,0,0,
2022-11-13 18:30:00,2022-11-14 00:30:00,101.0,94.0,11.8,15.8,5.9,53,829.4,0,0,
2022-11-13 18:20:00,2022-11-14 00:20:00,99.0,93.0,11,14.9,6.2,52,829.4,0,0,
2022-11-13 18:10:00,2022-11-14 00:10:00,98.0,93.0,11.2,15.6,6.5,51,829.4,0,0,
2022-11-13 18:00:00,2022-11-14 00:00:00,96.0,97.0,12.4,15.4,7,49,829.4,0,4,
2022-11-13 17:50:00,2022-11-13 23:50:00,91.0,90.0,11.5,14.2,7.6,48,829.4,0,23,
2022-11-13 17:40:00,2022-11-13 23:40:00,89.0,91.0,11.6,14.1,8.2,46,829.4,0,50,
2022-11-13 17:30:00,2022-11-13 23:30:00,90.0,87.0,10.7,13.7,8.7,44,829.3,0,81,
2022-11-13 17:20:00,2022-11-13 23:20:00,98.0,93.0,10.4,13.1,9.3,43,829.3,0,116,
2022-11-13 17:10:00,2022-11-13 23:10:00,94.0,100.0,9.8,13.1,9.8,42,829.3,0,153,
2022-11-13 17:00:00,2022-11-13 23:00:00,99.0,95.0,10.5,12.5,10.3,41,829.3,0,191,
2022-11-13 16:50:00,2022-11-13 22:50:00,99.0,99.0,9.4,12.6,10.5,40,829.3,0,229,
2022-11-13 16:40:00,2022-11-13 22:40:00,98.0,95.0,9.9,13.3,10.8,40,829.3,0,267,
2022-11-13 16:30:00,2022-11-13 22:30:00,98.0,92.0,10,12.8,11.1,39,829.4,0,304,
2022-11-13 16:20:00,2022-11-13 22:20:00,99.0,96.0,10.6,13.1,11.4,38,829.5,0,340,
